X,Date,Time,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner,Series_Type,Is_Exciting,P1_Elo,P2_Elo,Elo_Diff,P1_WinRate,P2_WinRate,WinRate_Diff,P1_Streak,P2_Streak
16167,8/20/2022,11:35:00,Mytsyk A.,Sokolov S.,0,3,6,11,9,11,7,11,,,,,0,Sweep,0,933.3,1637.6,704.3,0.4156,0.811,0.39540000000000003,0,5
16168,8/20/2022,11:40:00,Valuch Jr. R.,Horbanenko O.,1,3,11,9,9,11,11,13,7.0,11.0,,,0,Secure,0,1032.7,1066.6,33.899999999999864,0.5532,0.4942,0.05900000000000005,0,3
16169,8/20/2022,11:45:00,Kobets V.,Skrypnyk O.,0,3,10,12,10,12,9,11,,,,,0,Sweep,0,853.9,1164.4,310.5000000000001,0.2222,0.5097,0.28750000000000003,0,0
16171,8/20/2022,11:55:00,Yurchenko K.,Tsolik P.,3,0,11,5,13,11,11,9,,,,,1,Sweep,0,1260.0,949.8,310.20000000000005,0.5935,0.3883,0.20520000000000005,0,0
16170,8/20/2022,11:55:00,Lushchyk A.,Lyevshyn V.,0,3,8,11,5,11,11,13,,,,,0,Sweep,0,1512.3,1763.9,251.60000000000014,0.8069,0.8377,0.03080000000000005,10,41
16172,8/20/2022,12:15:00,Shpak A.,Sokolov S.,0,3,8,11,8,11,8,11,,,,,0,Sweep,0,876.1,1638.0,761.9,0.3333,0.8116,0.4783,0,6
16173,8/20/2022,12:20:00,Yurchenko K.,Skrypnyk O.,0,3,4,11,10,12,5,11,,,,,0,Sweep,0,1263.4,1167.8,95.60000000000014,0.5946,0.5121,0.08250000000000002,1,1
16174,8/20/2022,12:20:00,Sedin V.,Lyevshyn V.,0,3,5,11,8,11,7,11,,,,,0,Sweep,0,1047.9,1768.5,720.5999999999999,0.48,0.8381,0.3581,0,42
16175,8/20/2022,12:25:00,Bindas O.,Mishchenko O.,3,0,12,10,11,6,11,8,,,,,1,Sweep,0,1617.8,1212.2,405.5999999999999,0.7795,0.5497,0.2298,0,0
16176,8/20/2022,12:45:00,Brozek M.,Kolbasenko O.,3,0,11,9,11,8,11,9,,,,,1,Sweep,0,1405.0,1095.3,309.70000000000005,0.7285,0.5224,0.20610000000000006,9,0
16177,8/20/2022,12:45:00,Yurkov A.,Skhabitskiy S.,0,3,6,11,9,11,7,11,,,,,0,Sweep,0,1030.9,970.6,60.30000000000007,0.4655,0.3696,0.09590000000000004,2,0
16178,8/20/2022,12:50:00,Miroshnychenko S.,Korobko V.,2,3,5,11,9,11,12,10,11.0,5.0,8.0,11.0,0,Secure,0,1066.5,1287.5,221.0,0.5341,0.6545,0.12039999999999995,0,0
16179,8/20/2022,12:50:00,Baday M.,Rak S.,2,3,11,9,13,11,5,11,8.0,11.0,6.0,11.0,0,Comeback,1,1707.6,1636.6,71.0,0.9107,0.792,0.11869999999999992,22,7
16180,8/20/2022,12:55:00,Skrypnyk O.,Torba R.,1,3,13,11,6,11,9,11,9.0,11.0,,,0,Secure,0,1183.0,1635.3,452.29999999999995,0.5144,0.8215,0.30710000000000004,2,6
16181,8/20/2022,13:00:00,Danyliuk N.,Lyevshyn V.,0,3,8,11,9,11,7,11,,,,,0,Sweep,0,1547.5,1768.9,221.4000000000001,0.7448,0.8385,0.0937,0,43
16182,8/20/2022,13:00:00,Harea V.,Horbanenko O.,0,3,8,11,9,11,10,12,,,,,0,Sweep,0,931.2,1077.5,146.29999999999995,0.3077,0.4961,0.1884,0,4
16184,8/20/2022,13:05:00,Hovorunets O.,Samofal Y.,1,3,9,11,11,5,11,13,8.0,11.0,,,0,Secure,0,1302.9,1473.7,170.79999999999995,0.6246,0.7597,0.1351,1,1
16183,8/20/2022,13:05:00,Hrymovskyi O.,Vitek M.,0,3,9,11,9,11,10,12,,,,,0,Sweep,0,889.4,1067.0,177.60000000000002,0.375,0.5357,0.16069999999999995,0,0
16185,8/20/2022,13:10:00,Kovalchuk K.,Stacho L.,2,3,10,12,6,11,11,8,11.0,9.0,9.0,11.0,0,Secure,0,965.6,948.1,17.5,0.4632,0.4194,0.043800000000000006,1,0
16186,8/20/2022,13:10:00,Brozek M.,Prilepa D.,3,0,11,9,11,8,11,6,,,,,1,Sweep,0,1408.5,1092.3,316.20000000000005,0.7303,0.4895,0.24079999999999996,10,1
16187,8/20/2022,13:15:00,Yurchenko K.,Babenko P.,1,3,15,13,9,11,11,13,8.0,11.0,,,0,Secure,0,1248.2,1296.7,48.5,0.593,0.6372,0.04420000000000002,0,1
16188,8/20/2022,13:15:00,Lyman O.,Skrypnyk O.,3,2,9,11,3,11,11,9,11.0,9.0,11.0,7.0,1,Comeback,1,1040.7,1181.4,140.70000000000005,0.5055,0.512,0.006500000000000061,0,0
16189,8/20/2022,13:15:00,Slozka V.,Skhabitskiy S.,3,0,15,13,11,8,11,7,,,,,1,Sweep,0,1662.6,984.6,677.9999999999999,0.8215,0.383,0.4385,12,1
16190,8/20/2022,13:20:00,Tsoi K.,Okopnyi V.,3,0,11,9,11,9,12,10,,,,,1,Sweep,0,961.4,808.5,152.89999999999998,0.4062,0.3246,0.0816,0,0
16191,8/20/2022,13:25:00,Korobko V.,Hovorunets O.,2,3,11,7,11,8,10,12,9.0,11.0,9.0,11.0,0,Comeback,1,1292.8,1296.3,3.5,0.6561,0.6224,0.03370000000000006,1,0
16192,8/20/2022,13:40:00,Sokolov S.,Babenko P.,3,0,11,6,11,6,11,7,,,,,1,Sweep,0,1638.3,1307.0,331.29999999999995,0.8121,0.6389,0.17320000000000002,7,2
16193,8/20/2022,13:40:00,Bulat P.,Chulanov O.,3,0,13,11,11,6,13,11,,,,,1,Sweep,0,1093.1,838.9,254.19999999999993,0.8125,0.175,0.6375,0,0
16194,8/20/2022,13:45:00,Sedin V.,Slozka V.,0,3,8,11,11,13,5,11,,,,,0,Sweep,0,1047.6,1663.1,615.5,0.4773,0.8221,0.34480000000000005,0,13
16195,8/20/2022,13:45:00,Baday M.,Hovorunets S.,3,1,12,10,7,11,11,8,11.0,9.0,,,1,Secure,0,1693.2,1265.2,428.0,0.9075,0.7345,0.17299999999999993,0,2
16198,8/20/2022,13:50:00,Sotnikov E.,Yurkov A.,3,0,12,10,12,10,11,7,,,,,1,Sweep,0,1005.9,1016.8,10.899999999999977,0.3958,0.4576,0.06180000000000002,0,0
16197,8/20/2022,13:50:00,Lushchyk A.,Provaznik L.,3,0,12,10,12,10,11,7,,,,,1,Sweep,0,1507.7,1024.7,483.0,0.8038,0.4646,0.33919999999999995,0,0
16196,8/20/2022,13:50:00,Kolbasenko O.,Lyman O.,3,1,13,11,7,11,13,11,11.0,9.0,,,1,Secure,0,1091.8,1057.3,34.5,0.5147,0.5109,0.0038000000000000256,0,1
16199,8/20/2022,13:55:00,Dukhovenko O.,Potapov M.,2,3,9,11,8,11,11,7,11.0,7.0,7.0,11.0,0,Secure,0,1339.2,1136.3,202.9000000000001,0.6916,0.5636,0.128,0,0
16200,8/20/2022,14:15:00,Bindas O.,Mishchenko O.,3,0,11,8,11,8,11,8,,,,,1,Sweep,0,1619.9,1210.1,409.8000000000002,0.7802,0.5465,0.23370000000000002,1,0
16201,8/20/2022,14:15:00,Kim D.,Samofal Y.,0,3,7,11,6,11,9,11,,,,,0,Sweep,0,1072.3,1480.2,407.9000000000001,0.4576,0.7606,0.30300000000000005,1,2
16202,8/20/2022,14:15:00,Sokolov S.,Sachuk S.,3,0,12,10,11,8,11,9,,,,,1,Sweep,0,1641.4,1079.8,561.6000000000001,0.8127,0.6043,0.20840000000000003,8,1
16203,8/20/2022,14:20:00,Kolbasenko O.,Maslovskyi A.,3,0,11,8,11,9,11,7,,,,,1,Sweep,0,1102.6,930.0,172.5999999999999,0.5217,0.3889,0.13280000000000003,1,0
16204,8/20/2022,14:20:00,Skrypnyk O.,Zhurba A.,1,3,14,12,9,11,6,11,7.0,11.0,,,0,Secure,0,1164.8,1600.8,436.0,0.5095,0.8809,0.37140000000000006,0,3
16205,8/20/2022,14:25:00,Lyman O.,Hovorunets O.,3,2,8,11,11,9,11,6,10.0,12.0,11.0,6.0,1,Secure,0,1046.5,1308.2,261.70000000000005,0.5054,0.6237,0.11830000000000007,0,1
16206,8/20/2022,14:30:00,Torba R.,Okopnyi V.,3,0,11,7,11,7,11,8,,,,,1,Sweep,0,1637.0,801.5,835.5,0.822,0.3217,0.5003,7,0
16207,8/20/2022,14:30:00,Yurchenko K.,Ni A.,3,1,11,7,11,7,7,11,11.0,6.0,,,1,Secure,0,1237.9,945.8,292.10000000000014,0.5914,0.25,0.34140000000000004,0,0
16208,8/20/2022,14:30:00,Hainiuk V.,Tsolik P.,1,3,11,7,8,11,13,15,7.0,11.0,,,0,Secure,0,972.9,946.4,26.5,0.4035,0.3846,0.018900000000000028,1,0
16211,8/20/2022,14:35:00,Korobov A.,Korobko V.,1,3,9,11,11,8,10,12,5.0,11.0,,,0,Secure,0,1040.4,1280.9,240.5,0.4667,0.6532,0.1865,0,0
16210,8/20/2022,14:35:00,Chulanov O.,Mishchenko O.,0,3,6,11,6,11,9,11,,,,,0,Sweep,0,834.4,1208.0,373.6,0.1707,0.5434,0.37270000000000003,0,0
16209,8/20/2022,14:35:00,Aristarkhov S.,Rak S.,0,3,8,11,8,11,6,11,,,,,0,Sweep,0,880.8,1651.0,770.2,0.337,0.7926,0.45559999999999995,0,8
16212,8/20/2022,14:40:00,Baday M.,Taranko M.,3,0,11,4,11,7,11,5,,,,,1,Sweep,0,1695.1,910.5,784.5999999999999,0.9078,0.2381,0.6697000000000001,1,0
16213,8/20/2022,14:40:00,Sedin V.,Baranov M.,3,2,7,11,13,11,15,13,5.0,11.0,13.0,11.0,1,Secure,0,1046.9,1055.9,9.0,0.4746,0.7273,0.2526999999999999,0,5
16214,8/20/2022,14:50:00,Sydorak N.,Zhurba A.,0,3,6,11,9,11,9,11,,,,,0,Sweep,0,901.9,1602.6,700.6999999999999,0.3585,0.8814,0.5228999999999999,0,4
16215,8/20/2022,14:50:00,Lyevshyn V.,Dulich A.,3,0,11,8,11,7,11,3,,,,,1,Sweep,0,1774.1,892.2,881.8999999999999,0.839,0.3086,0.5304,44,0
16216,8/20/2022,14:55:00,Hrymovskyi O.,Mishchenko O.,1,3,10,12,11,9,8,11,11.0,13.0,,,0,Secure,0,883.0,1210.5,327.5,0.3721,0.546,0.17390000000000005,0,1
16217,8/20/2022,15:00:00,Danyliuk N.,Babenko P.,3,0,11,9,13,11,11,8,,,,,1,Sweep,0,1542.2,1303.9,238.29999999999995,0.7429,0.6359,0.10699999999999998,0,0
16218,8/20/2022,15:00:00,Loboda M.,Husiev V.,3,0,11,8,11,7,14,12,,,,,1,Sweep,0,1163.8,846.2,317.5999999999999,0.5943,0.3222,0.27210000000000006,0,0
16219,8/20/2022,15:00:00,Sokolov S.,Yurchenko K.,3,0,11,8,12,10,11,8,,,,,1,Sweep,0,1642.3,1241.6,400.70000000000005,0.8132,0.5925,0.2207,9,1
16220,8/20/2022,15:15:00,Titov A.,Skrypnyk O.,3,2,13,11,5,11,8,11,14.0,12.0,11.0,8.0,1,Recovery,0,1137.3,1163.0,25.700000000000045,0.6049,0.5071,0.0978,0,0
16221,8/20/2022,15:20:00,Bochkovskyi V.,Zhurba A.,0,3,9,11,7,11,9,11,,,,,0,Sweep,0,817.0,1603.0,786.0,0.2769,0.8819,0.605,0,5
16222,8/20/2022,15:25:00,Mikhailovskiy Y.,Mykytuk D.,3,1,9,11,11,9,11,8,11.0,8.0,,,1,Secure,0,1073.9,871.2,202.70000000000005,0.5968,0.1429,0.45389999999999997,0,1
16223,8/20/2022,15:30:00,Brozek M.,Sedin V.,3,0,11,9,11,9,11,9,,,,,1,Sweep,0,1411.8,1059.2,352.5999999999999,0.732,0.4775,0.2545,11,1
16224,8/20/2022,15:35:00,Potapov M.,Danyliuk N.,0,3,6,11,7,11,7,11,,,,,0,Sweep,0,1154.6,1547.1,392.5,0.5676,0.7436,0.17600000000000005,1,1
16225,8/20/2022,15:35:00,Sachuk S.,Yurchenko K.,3,0,12,10,11,8,14,12,,,,,1,Sweep,0,1078.8,1239.5,160.70000000000005,0.6,0.5909,0.009099999999999997,0,0
16226,8/20/2022,15:35:00,Miroshnychenko S.,Samofal Y.,0,3,8,11,3,11,9,11,,,,,0,Sweep,0,1061.3,1482.3,421.0,0.5281,0.7614,0.23329999999999995,0,3
16227,8/20/2022,15:40:00,Pisceanschi V.,Lipkan D.,0,3,9,11,10,12,6,11,,,,,0,Sweep,0,926.4,1264.3,337.9,0.3594,0.6481,0.2887,0,3
16228,8/20/2022,15:45:00,Cherevko R.,Lyman O.,2,3,11,7,8,11,11,6,8.0,11.0,7.0,11.0,0,Secure,0,747.3,1066.1,318.79999999999995,0.2243,0.5106,0.28630000000000005,0,1
16229,8/20/2022,15:45:00,Zhurba A.,Hovorunets O.,3,1,10,12,11,5,11,9,11.0,9.0,,,1,Secure,0,1603.3,1288.6,314.70000000000005,0.8824,0.6216,0.2607999999999999,6,0
16230,8/20/2022,15:50:00,Lushchyk A.,Kodola V.,3,0,14,12,11,8,12,10,,,,,1,Sweep,0,1509.1,838.9,670.1999999999999,0.8046,0.2603,0.5443,1,0
16231,8/20/2022,15:50:00,Aristarkhov S.,Sedin V.,0,3,6,11,9,11,8,11,,,,,0,Sweep,0,880.5,1056.4,175.9000000000001,0.3333,0.4749,0.1416,0,0
16232,8/20/2022,15:55:00,Skrypnyk O.,Horchakov V.,2,3,13,11,9,11,11,9,8.0,11.0,7.0,11.0,0,Secure,0,1150.1,981.0,169.0999999999999,0.5047,0.5256,0.02089999999999992,0,0
16233,8/20/2022,16:05:00,Maslovskyi A.,Senyk M.,0,3,10,12,7,11,8,11,,,,,0,Sweep,0,923.6,1052.1,128.4999999999999,0.3836,0.5484,0.1648,0,1
16234,8/20/2022,16:10:00,Tveritinov R.,Kovalchuk K.,3,1,9,11,11,8,12,10,14.0,12.0,,,1,Secure,0,1178.1,953.0,225.0999999999999,0.5833,0.4583,0.12500000000000006,0,0
16235,8/20/2022,16:10:00,Harea V.,Hel V.,3,2,11,9,9,11,11,13,11.0,9.0,11.0,7.0,1,Recovery,0,924.0,917.0,7.0,0.2963,0.3077,0.011399999999999966,0,0
16237,8/20/2022,16:15:00,Lyevshyn V.,Zhurba A.,3,0,11,9,11,9,11,7,,,,,1,Sweep,0,1774.3,1606.6,167.70000000000005,0.8394,0.8828,0.043399999999999994,45,7
16236,8/20/2022,16:15:00,Yurchenko K.,Titov A.,3,1,4,11,11,7,11,9,12.0,10.0,,,1,Secure,0,1222.3,1150.2,72.09999999999991,0.5893,0.6098,0.020499999999999963,0,1
16238,8/20/2022,16:20:00,Kolbasenko O.,Sheremeta V.,3,0,11,7,11,7,12,10,,,,,1,Sweep,0,1109.1,900.9,208.19999999999993,0.5286,0.4361,0.09249999999999997,2,0
16239,8/20/2022,16:25:00,Hovorunets O.,Aristarkhov S.,3,1,11,3,3,11,11,9,11.0,8.0,,,1,Secure,0,1285.2,874.1,411.1,0.6195,0.3298,0.28970000000000007,0,0
16240,8/20/2022,16:30:00,Sydorak N.,Sachuk S.,0,3,9,11,9,11,12,14,,,,,0,Sweep,0,901.5,1096.0,194.5,0.3551,0.6028,0.24769999999999998,0,1
16241,8/20/2022,16:30:00,Baday M.,Loboda M.,3,1,10,12,11,6,11,8,11.0,7.0,,,1,Secure,0,1695.3,1167.1,528.2,0.9082,0.5981,0.31010000000000004,2,1
16242,8/20/2022,16:30:00,Potapov M.,Miroshnychenko S.,3,1,11,8,11,8,12,14,11.0,5.0,,,1,Secure,0,1152.3,1059.3,93.0,0.5625,0.5222,0.0403,0,0
16243,8/20/2022,16:40:00,Lushchyk A.,Gudimenko E.,3,0,11,8,15,13,12,10,,,,,1,Sweep,0,1509.6,1268.2,241.39999999999986,0.8053,0.6617,0.14360000000000006,2,5
16244,8/20/2022,16:45:00,Kostiuk B.,Kovalchuk K.,3,2,9,11,9,11,12,10,11.0,8.0,12.0,10.0,1,Comeback,1,945.5,947.8,2.2999999999999545,0.4141,0.4536,0.03949999999999998,0,0
16245,8/20/2022,16:45:00,Tsolik P.,Rak S.,0,3,8,11,6,11,9,11,,,,,0,Sweep,0,959.3,1651.3,692.0,0.3905,0.7932,0.4027,1,9
16246,8/20/2022,16:50:00,Coubal V.,Merzlikin V.,2,3,11,9,5,11,15,13,4.0,11.0,11.0,13.0,0,Secure,0,939.1,895.1,44.0,0.3214,0.3077,0.013700000000000045,0,1
16247,8/20/2022,16:50:00,Aristarkhov S.,Titov A.,0,3,9,11,10,12,7,11,,,,,0,Sweep,0,872.0,1140.6,268.5999999999999,0.3263,0.6024,0.27610000000000007,0,0
16248,8/20/2022,16:50:00,Sachuk S.,Hovorunets O.,3,1,7,11,11,6,11,8,11.0,7.0,,,1,Secure,0,1101.9,1287.3,185.39999999999986,0.6056,0.6208,0.015199999999999991,2,1
16249,8/20/2022,17:05:00,Dukhovenko O.,Miroshnychenko S.,3,0,11,5,12,10,11,3,,,,,1,Sweep,0,1320.9,1050.5,270.4000000000001,0.6886,0.5165,0.17210000000000003,0,0
16250,8/20/2022,17:10:00,Masko Y.,Baday M.,0,3,8,11,8,11,7,11,,,,,0,Sweep,0,904.7,1696.4,791.7,0.4036,0.9085,0.5048999999999999,0,3
16251,8/20/2022,17:15:00,Harea V.,Hovorunets S.,0,3,7,11,10,12,8,11,,,,,0,Sweep,0,935.7,1263.3,327.5999999999999,0.3214,0.7319,0.4105,1,0
16252,8/20/2022,17:20:00,Lipkan D.,Hlaholev M.,3,2,8,11,12,10,11,7,9.0,11.0,13.0,11.0,1,Secure,0,1267.3,1063.5,203.79999999999995,0.6503,0.447,0.20329999999999998,4,0
16253,8/20/2022,17:20:00,Ishchuk V.,Samofal Y.,0,3,7,11,7,11,7,11,,,,,0,Sweep,0,989.8,1484.2,494.4000000000001,0.4545,0.7622,0.3077,1,4
16254,8/20/2022,17:20:00,Provaznik L.,Zhurba A.,0,3,9,11,5,11,7,11,,,,,0,Sweep,0,1023.3,1600.0,576.7,0.46,0.8792,0.41919999999999996,0,0
16255,8/20/2022,17:25:00,Sokolov S.,Rak S.,3,2,7,11,11,9,11,8,10.0,12.0,11.0,9.0,1,Secure,0,1644.5,1651.7,7.2000000000000455,0.8138,0.7938,0.020000000000000018,10,10
16256,8/20/2022,17:25:00,Brozek M.,Mishchenko O.,3,1,5,11,11,6,11,7,11.0,9.0,,,1,Secure,0,1414.6,1213.7,200.89999999999986,0.7338,0.5486,0.18520000000000003,12,2
16257,8/20/2022,17:45:00,Kim D.,Lushchyk A.,1,3,7,11,8,11,11,9,7.0,11.0,,,0,Secure,0,1070.2,1514.4,444.20000000000005,0.4538,0.8061,0.35230000000000006,0,3
16258,8/20/2022,18:00:00,Titov A.,Kobets V.,3,0,11,8,11,4,11,8,,,,,1,Sweep,0,1144.8,850.4,294.4,0.6071,0.2174,0.38969999999999994,1,0
16259,8/20/2022,18:00:00,Samofal Y.,Grinenko K.,3,0,11,7,11,4,11,8,,,,,1,Sweep,0,1485.6,945.1,540.4999999999999,0.7631,0.4706,0.2925,5,0
16260,8/20/2022,18:05:00,Kravets Y.,Krajc R.,0,3,9,11,10,12,7,11,,,,,0,Sweep,0,912.6,1027.1,114.49999999999989,0.3333,0.6,0.2667,0,0
16261,8/20/2022,18:10:00,Lipkan D.,Mishchenko O.,2,3,12,10,6,11,14,12,10.0,12.0,12.0,14.0,0,Secure,0,1273.0,1207.9,65.09999999999991,0.6524,0.5455,0.1069,5,0
16262,8/20/2022,18:15:00,Horbanenko O.,Kolbasenko O.,1,3,8,11,9,11,11,7,11.0,13.0,,,0,Secure,0,1084.7,1114.7,30.0,0.4981,0.5352,0.03710000000000002,5,3
16263,8/20/2022,18:20:00,Zachar M.,Hlaholev M.,3,1,12,10,7,11,12,10,12.0,10.0,,,1,Secure,0,956.9,1057.8,100.89999999999998,0.25,0.4436,0.1936,0,0
16264,8/20/2022,18:20:00,Baday M.,Sedin V.,3,0,11,7,11,8,14,12,,,,,1,Sweep,0,1696.7,1062.8,633.9000000000001,0.9088,0.4778,0.43100000000000005,4,1
16265,8/20/2022,18:25:00,Babenko P.,Aristarkhov S.,3,0,11,8,11,5,11,8,,,,,1,Sweep,0,1299.0,867.8,431.20000000000005,0.633,0.3229,0.3101,0,0
16266,8/20/2022,18:30:00,Tsoi K.,Valuch Jr. R.,1,3,7,11,13,15,11,7,11.0,13.0,,,0,Secure,0,968.5,1021.9,53.39999999999998,0.4242,0.5417,0.11749999999999994,1,0
16271,8/20/2022,18:35:00,Danyliuk N.,Baranov M.,3,0,11,9,11,9,11,7,,,,,1,Sweep,0,1549.4,1043.6,505.8000000000002,0.7442,0.6667,0.07750000000000001,2,0
16269,8/20/2022,18:35:00,Mokryak I.,Zhurba A.,0,3,9,11,6,11,7,11,,,,,0,Sweep,0,889.7,1600.9,711.2,0.3404,0.8797,0.5393000000000001,0,1
16270,8/20/2022,18:35:00,Slozka V.,Lazuryk D.,3,0,11,9,11,5,11,6,,,,,1,Sweep,0,1663.7,887.8,775.9000000000001,0.8227,0.413,0.4097,14,0
16268,8/20/2022,18:35:00,Maslovskyi A.,Rak S.,1,3,5,11,11,4,3,11,7.0,11.0,,,0,Secure,0,915.8,1639.4,723.6000000000001,0.3784,0.7915,0.41309999999999997,0,0
16267,8/20/2022,18:35:00,Kim D.,Korobko V.,0,3,12,14,6,11,7,11,,,,,0,Sweep,0,1068.5,1285.7,217.20000000000005,0.45,0.6547,0.20469999999999994,0,1
16272,8/20/2022,18:40:00,Sokolov S.,Hovorunets S.,3,0,11,6,13,11,11,8,,,,,1,Sweep,0,1656.8,1266.5,390.29999999999995,0.8143,0.7329,0.08140000000000003,11,1
16273,8/20/2022,18:45:00,Tveritinov R.,Parnyvoda I.,3,0,11,9,11,6,11,6,,,,,1,Sweep,0,1183.2,1074.3,108.90000000000009,0.586,0.6667,0.0807,1,4
16274,8/20/2022,18:50:00,Baday M.,Masko Y.,3,0,11,7,11,9,11,8,,,,,1,Sweep,0,1697.3,904.5,792.8,0.9091,0.4012,0.5079,5,0
16275,8/20/2022,18:55:00,Danyliuk N.,Okopnyi V.,3,0,11,8,11,6,11,5,,,,,1,Sweep,0,1550.6,801.3,749.3,0.7449,0.319,0.4259,3,0
16276,8/20/2022,19:00:00,Samofal Y.,Lyevshyn V.,1,3,11,9,9,11,13,15,9.0,11.0,,,0,Secure,0,1486.6,1780.9,294.3000000000002,0.7639,0.8398,0.07589999999999997,6,46
16277,8/20/2022,19:05:00,Fylypiv R.,Sachuk S.,2,3,9,11,11,8,12,10,7.0,11.0,6.0,11.0,0,Recovery,0,1010.0,1119.8,109.79999999999995,0.4839,0.6084,0.12450000000000006,0,3
16278,8/20/2022,19:10:00,Stacho L.,Mishchenko O.,2,3,5,11,7,11,12,10,11.0,7.0,7.0,11.0,0,Secure,0,960.7,1222.1,261.39999999999986,0.4375,0.548,0.11050000000000004,1,1
16279,8/20/2022,19:10:00,Lushchyk A.,Hrymovskyi O.,3,0,11,6,12,10,11,6,,,,,1,Sweep,0,1516.2,879.9,636.3000000000001,0.8068,0.3692,0.4376,4,0
16280,8/20/2022,19:10:00,Lazuryk D.,Efimenko I.,0,3,7,11,11,13,17,19,,,,,0,Sweep,0,887.5,929.0,41.5,0.4101,0.386,0.02410000000000001,0,0
16282,8/20/2022,19:15:00,Slozka V.,Chulanov O.,3,0,11,9,11,9,11,7,,,,,1,Sweep,0,1664.0,831.9,832.1,0.8233,0.1667,0.6566000000000001,15,0
16283,8/20/2022,19:15:00,Miroshnychenko S.,Horbanenko O.,3,1,11,8,7,11,11,9,11.0,8.0,,,1,Secure,0,1046.3,1073.7,27.40000000000009,0.5109,0.4962,0.014700000000000046,0,0
16281,8/20/2022,19:15:00,Gudimenko E.,Baranov M.,3,2,11,9,11,8,9,11,9.0,11.0,12.0,10.0,1,Secure,0,1263.4,1042.4,221.0,0.6567,0.6154,0.0413,0,0
16284,8/20/2022,19:20:00,Bindas O.,Rak S.,1,3,10,12,9,11,11,9,10.0,12.0,,,0,Secure,0,1622.0,1639.8,17.799999999999955,0.7809,0.7921,0.011199999999999988,2,1
16285,8/20/2022,19:20:00,Tveritinov R.,Lipkan D.,3,2,11,7,8,11,11,13,12.0,10.0,11.0,9.0,1,Recovery,0,1191.6,1258.8,67.20000000000005,0.5886,0.6485,0.05989999999999995,2,0
16286,8/20/2022,19:25:00,Lyevshyn V.,Sokolov S.,3,0,11,9,11,8,11,9,,,,,1,Sweep,0,1784.6,1659.0,125.59999999999991,0.8402,0.8148,0.025399999999999978,47,12
16287,8/20/2022,19:30:00,Kim D.,Dukhovenko O.,0,3,5,11,7,11,4,11,,,,,0,Sweep,0,1063.2,1325.0,261.79999999999995,0.4463,0.69,0.24369999999999997,0,1
16288,8/20/2022,19:35:00,Danyliuk N.,Kostiuk B.,3,0,12,10,11,8,11,3,,,,,1,Sweep,0,1550.9,957.6,593.3000000000001,0.7455,0.4186,0.3269,4,1
16289,8/20/2022,19:35:00,Kravets Y.,Kodola V.,0,3,7,11,7,11,9,11,,,,,0,Sweep,0,904.4,838.4,66.0,0.3289,0.2568,0.07210000000000005,0,0
16290,8/20/2022,19:40:00,Lipkan D.,Sheremeta V.,3,0,12,10,12,10,11,6,,,,,1,Sweep,0,1244.5,895.4,349.1,0.6446,0.4328,0.21179999999999993,0,0
16291,8/20/2022,19:55:00,Hlaholev M.,Danyliuk N.,0,3,6,11,8,11,9,11,,,,,0,Sweep,0,1042.4,1551.7,509.29999999999995,0.4403,0.7462,0.30589999999999995,0,5
16292,8/20/2022,20:05:00,Miroshnychenko S.,Rak S.,0,3,7,11,9,11,7,11,,,,,0,Sweep,0,1059.2,1651.2,592.0,0.5161,0.7927,0.27659999999999996,1,2
16293,8/20/2022,20:05:00,Grinenko K.,Luder J.,3,2,14,12,7,11,8,11,11.0,7.0,11.0,7.0,1,Recovery,0,944.1,884.9,59.200000000000045,0.4638,0.225,0.23879999999999998,0,0
16294,8/20/2022,20:10:00,Mykhailovsky K.,Hovorunets S.,3,0,11,6,11,7,11,8,,,,,1,Sweep,0,1264.7,1264.2,0.5,0.6496,0.7302,0.0806,3,0
16295,8/20/2022,20:30:00,Hovorunets O.,Danicek A.,3,0,11,9,11,6,12,10,,,,,1,Sweep,0,1269.4,988.2,281.20000000000005,0.6187,0.4444,0.1743,0,0
16296,8/20/2022,20:30:00,Valuch Jr. R.,Korobov A.,2,3,11,3,9,11,8,11,14.0,12.0,5.0,11.0,0,Secure,0,1032.0,1035.6,3.599999999999909,0.551,0.4605,0.09050000000000002,1,0
16297,8/20/2022,20:35:00,Mytsyk A.,Paniivan H.,3,2,4,11,13,11,5,11,11.0,9.0,11.0,9.0,1,Secure,0,932.9,770.8,162.10000000000002,0.4103,0.1887,0.2216,0,0
16298,8/20/2022,20:40:00,Lushchyk A.,Efimenko I.,3,0,11,4,12,10,11,7,,,,,1,Sweep,0,1516.8,939.6,577.1999999999999,0.8075,0.3966,0.4109,5,1
16299,8/20/2022,20:40:00,Lutskyi V.,Slozka V.,0,3,9,11,7,11,2,11,,,,,0,Sweep,0,943.8,1664.2,720.4000000000001,0.3611,0.8239,0.4628,0,16
16300,8/20/2022,20:40:00,Samofal Y.,Babenko P.,2,3,7,11,11,6,10,12,11.0,6.0,13.0,15.0,0,Neck & Neck,1,1482.9,1300.9,182.0,0.7612,0.6347,0.12649999999999995,0,1
16301,8/20/2022,20:45:00,Lipkan D.,Cherevko R.,3,0,14,12,11,8,11,8,,,,,1,Sweep,0,1247.3,744.0,503.29999999999995,0.6467,0.2222,0.42450000000000004,1,0
